caseid,age_5,age_10,gender,marital,how_often_rushed,health,mental_health,annual_income,household_income
241,45 to 49,45 to 54,Male,Divorced,... about once a week?,... good?,... good?,"$50,000 to $59,999","$50,000 to $59,999"
242,40 to 44,35 to 44,Male,Married,... every day?,... fair?,... fair?,"$100,000 or more","$100,000 to $149,999"
243,60 to 64,55 to 64,Female,Married,... about once a month?,... very good?,... very good?,"$40,000 to $49,999","$80,000 to $99,999"
244,60 to 64,55 to 64,Male,Married,... never,... fair?,... good?,"$5,000 to $9,999","$20,000 to $29,999"
245,80 years and over,75 years and over,Female,Widowed,... never,... fair?,... very good?,"$20,000 to $29,999","$20,000 to $29,999"
246,25 to 29,25 to 34,Male,Single (Never married),... every day?,... good?,... good?,"$10,000 to $14,999",Don't know
247,60 to 64,55 to 64,Male,Widowed,... a few times a week?,... fair?,... good?,"$20,000 to $29,999","$20,000 to $29,999"
248,20 to 24,15 to 24,Female,Single (Never married),... a few times a week?,... good?,... good?,Don't know,Don't know
249,75 to 79,75 years and over,Female,Separated,... about once a week?,... good?,... very good?,"$50,000 to $59,999","$50,000 to $59,999"
250,55 to 59,55 to 64,Female,Married,... a few times a week?,... very good?,... excellent?,No income,"$50,000 to $59,999"
251,80 years and over,75 years and over,Female,Widowed,... never,... very good?,... very good?,"$20,000 to $29,999","$20,000 to $29,999"
252,55 to 59,55 to 64,Female,Married,... every day?,... very good?,... very good?,"$80,000 to $99,999","$100,000 to $149,999"
253,60 to 64,55 to 64,Female,Divorced,... every day?,... very good?,... very good?,"$50,000 to $59,999","$50,000 to $59,999"
254,50 to 54,45 to 54,Female,Single (Never married),... never,... good?,... very good?,"$50,000 to $59,999","$50,000 to $59,999"
255,40 to 44,35 to 44,Male,Married,... a few times a week?,... very good?,... excellent?,"$60,000 to $79,999","$100,000 to $149,999"
256,70 to 74,65 to 74,Female,Married,... about once a month?,... very good?,... very good?,No income,"$150,000 or more"
257,18 to 19,15 to 24,Male,Single (Never married),... about once a week?,... excellent?,... excellent?,"$30,000 to $39,999","$60,000 to $79,999"
258,45 to 49,45 to 54,Female,Living common-law,... a few times a week?,... fair?,... good?,"$30,000 to $39,999","$50,000 to $59,999"
259,45 to 49,45 to 54,Male,Living common-law,... never,... fair?,... good?,"$15,000 to $19,999","$30,000 to $39,999"
260,55 to 59,55 to 64,Male,Married,... every day?,... excellent?,... excellent?,"$60,000 to $79,999","$80,000 to $99,999"
261,30 to 34,25 to 34,Male,Divorced,... less than once a month?,... very good?,... very good?,"$15,000 to $19,999","$15,000 to $19,999"
262,75 to 79,75 years and over,Female,Married,... about once a week?,... excellent?,... excellent?,"$10,000 to $14,999","$20,000 to $29,999"
263,75 to 79,75 years and over,Male,Married,... about once a week?,... good?,... very good?,Not stated,Not stated
264,70 to 74,65 to 74,Female,Widowed,... never,... good?,... excellent?,"$10,000 to $14,999","$50,000 to $59,999"
265,55 to 59,55 to 64,Female,Divorced,... about once a week?,... good?,... excellent?,"$40,000 to $49,999","$40,000 to $49,999"
266,60 to 64,55 to 64,Female,Divorced,... never,... poor?,... fair?,"$5,000 to $9,999","$5,000 to $9,999"
267,60 to 64,55 to 64,Female,Married,... a few times a week?,... very good?,... good?,No income,Not stated
268,65 to 69,65 to 74,Female,Married,... about once a week?,... good?,... excellent?,"$50,000 to $59,999",Don't know
269,15 to 17,15 to 24,Female,Single (Never married),... a few times a week?,... very good?,... very good?,No income,Don't know
270,55 to 59,55 to 64,Male,Married,... every day?,... good?,... good?,"$30,000 to $39,999","$40,000 to $49,999"
271,50 to 54,45 to 54,Female,Single (Never married),... a few times a week?,... very good?,... very good?,"$80,000 to $99,999","$80,000 to $99,999"
272,25 to 29,25 to 34,Male,Single (Never married),... about once a month?,... very good?,... very good?,"$60,000 to $79,999","$60,000 to $79,999"
273,35 to 39,35 to 44,Female,Living common-law,... about once a week?,... very good?,... very good?,"$30,000 to $39,999","$30,000 to $39,999"
274,50 to 54,45 to 54,Female,Married,... a few times a week?,... excellent?,... very good?,"$60,000 to $79,999","$100,000 to $149,999"
275,15 to 17,15 to 24,Male,Single (Never married),... a few times a week?,... poor?,... excellent?,No income,Not stated
276,65 to 69,65 to 74,Male,Widowed,... less than once a month?,... good?,... very good?,"$30,000 to $39,999","$30,000 to $39,999"
277,60 to 64,55 to 64,Female,Divorced,... never,... fair?,... good?,Don't know,Don't know
278,40 to 44,35 to 44,Male,Married,... a few times a week?,... excellent?,... excellent?,No income,"$60,000 to $79,999"
279,65 to 69,65 to 74,Female,Widowed,... never,... fair?,... excellent?,"$10,000 to $14,999","$10,000 to $14,999"
280,80 years and over,75 years and over,Female,Widowed,... never,... good?,... good?,"$40,000 to $49,999","$40,000 to $49,999"
281,25 to 29,25 to 34,Female,Living common-law,... every day?,... very good?,... very good?,"$80,000 to $99,999","$150,000 or more"
282,60 to 64,55 to 64,Female,Divorced,... never,... very good?,... very good?,"$100,000 or more","$100,000 to $149,999"
283,60 to 64,55 to 64,Female,Married,... less than once a month?,... very good?,... very good?,"$50,000 to $59,999","$150,000 or more"
284,65 to 69,65 to 74,Female,Divorced,... every day?,... very good?,... very good?,"$50,000 to $59,999","$50,000 to $59,999"
285,50 to 54,45 to 54,Female,Married,... about once a week?,... fair?,... excellent?,"$15,000 to $19,999","$60,000 to $79,999"
286,45 to 49,45 to 54,Male,Separated,... a few times a week?,... fair?,... very good?,"$60,000 to $79,999","$60,000 to $79,999"
287,30 to 34,25 to 34,Female,Married,... less than once a month?,... good?,... very good?,"$40,000 to $49,999",Not stated
288,65 to 69,65 to 74,Male,Married,... never,... very good?,... very good?,"$10,000 to $14,999","$10,000 to $14,999"
289,70 to 74,65 to 74,Male,Married,... less than once a month?,... good?,... very good?,"$40,000 to $49,999","$50,000 to $59,999"
290,40 to 44,35 to 44,Female,Single (Never married),... every day?,... very good?,... good?,"$30,000 to $39,999","$100,000 to $149,999"
291,35 to 39,35 to 44,Female,Married,... a few times a week?,... very good?,... very good?,"$40,000 to $49,999","$100,000 to $149,999"
292,50 to 54,45 to 54,Male,Married,... a few times a week?,... good?,... fair?,"$60,000 to $79,999","$100,000 to $149,999"
293,60 to 64,55 to 64,Female,Married,... a few times a week?,... excellent?,... excellent?,"$30,000 to $39,999","$100,000 to $149,999"
294,30 to 34,25 to 34,Female,Single (Never married),... every day?,... good?,... very good?,"$60,000 to $79,999","$60,000 to $79,999"
295,25 to 29,25 to 34,Female,Married,... every day?,... good?,... good?,"$20,000 to $29,999","$60,000 to $79,999"
296,75 to 79,75 years and over,Female,Married,... less than once a month?,... poor?,... fair?,"$60,000 to $79,999",Don't know
297,15 to 17,15 to 24,Female,Single (Never married),... a few times a week?,... good?,... very good?,No income,"$60,000 to $79,999"
298,65 to 69,65 to 74,Male,Married,... every day?,... good?,... good?,"$100,000 or more","$150,000 or more"
299,30 to 34,25 to 34,Male,Single (Never married),... every day?,... fair?,... fair?,"$10,000 to $14,999","$10,000 to $14,999"
300,60 to 64,55 to 64,Female,Widowed,... a few times a week?,... very good?,... good?,"$20,000 to $29,999","$20,000 to $29,999"
301,40 to 44,35 to 44,Male,Married,... every day?,... excellent?,... good?,"$80,000 to $99,999","$100,000 to $149,999"
302,50 to 54,45 to 54,Female,Married,... about once a week?,... good?,... good?,"$30,000 to $39,999","$60,000 to $79,999"
303,50 to 54,45 to 54,Female,Living common-law,... every day?,... good?,... good?,"$10,000 to $14,999","$80,000 to $99,999"
304,30 to 34,25 to 34,Male,Separated,... a few times a week?,... poor?,... fair?,"$30,000 to $39,999","$30,000 to $39,999"
305,40 to 44,35 to 44,Male,Married,... a few times a week?,... excellent?,... excellent?,"$30,000 to $39,999","$100,000 to $149,999"
306,35 to 39,35 to 44,Male,Living common-law,... never,... excellent?,... excellent?,"$100,000 or more","$150,000 or more"
307,75 to 79,75 years and over,Female,Widowed,... about once a month?,... poor?,... good?,"$15,000 to $19,999","$15,000 to $19,999"
308,40 to 44,35 to 44,Male,Living common-law,... never,... very good?,... very good?,Not stated,Not stated
309,60 to 64,55 to 64,Female,Married,... about once a week?,... poor?,... fair?,"$40,000 to $49,999","$60,000 to $79,999"
310,30 to 34,25 to 34,Female,Separated,... every day?,... fair?,... fair?,"$30,000 to $39,999","$30,000 to $39,999"
311,25 to 29,25 to 34,Male,Single (Never married),... about once a week?,... good?,... very good?,"$10,000 to $14,999","$60,000 to $79,999"
312,45 to 49,45 to 54,Male,Married,... about once a week?,... good?,... fair?,"$60,000 to $79,999","$80,000 to $99,999"
313,50 to 54,45 to 54,Female,Separated,... about once a week?,... good?,... very good?,"$40,000 to $49,999","$40,000 to $49,999"
314,45 to 49,45 to 54,Male,Married,... a few times a week?,... excellent?,... good?,Not stated,Not stated
315,45 to 49,45 to 54,Male,Single (Never married),... about once a week?,... very good?,... very good?,"$10,000 to $14,999","$10,000 to $14,999"
316,50 to 54,45 to 54,Male,Married,... every day?,... good?,... fair?,"$100,000 or more","$150,000 or more"
317,40 to 44,35 to 44,Male,Married,... a few times a week?,... excellent?,... excellent?,"$80,000 to $99,999","$100,000 to $149,999"
318,40 to 44,35 to 44,Female,Married,... a few times a week?,... good?,... very good?,"$30,000 to $39,999","$80,000 to $99,999"
319,65 to 69,65 to 74,Female,Married,... about once a month?,... very good?,... excellent?,No income,"$50,000 to $59,999"
320,70 to 74,65 to 74,Female,Married,... never,... poor?,... poor?,Don't know,Don't know
321,55 to 59,55 to 64,Male,Married,... a few times a week?,... very good?,... very good?,"$60,000 to $79,999","$80,000 to $99,999"
322,55 to 59,55 to 64,Female,Living common-law,... every day?,... excellent?,... excellent?,"$20,000 to $29,999",Not stated
323,75 to 79,75 years and over,Female,Widowed,... never,... good?,... good?,"$20,000 to $29,999","$20,000 to $29,999"
324,45 to 49,45 to 54,Female,Single (Never married),... every day?,... good?,... excellent?,"$100,000 or more","$100,000 to $149,999"
325,55 to 59,55 to 64,Male,Married,... about once a month?,... good?,... very good?,"$30,000 to $39,999","$80,000 to $99,999"
326,45 to 49,45 to 54,Male,Divorced,... every day?,... excellent?,... good?,"$80,000 to $99,999","$80,000 to $99,999"
327,55 to 59,55 to 64,Female,Married,... a few times a week?,... good?,... good?,"$30,000 to $39,999","$80,000 to $99,999"
328,50 to 54,45 to 54,Female,Married,... a few times a week?,... very good?,... very good?,"$30,000 to $39,999","$150,000 or more"
329,20 to 24,15 to 24,Female,Single (Never married),... about once a month?,... very good?,... very good?,"$10,000 to $14,999",Not stated
330,55 to 59,55 to 64,Female,Married,... never,... very good?,... good?,Don't know,Don't know
331,45 to 49,45 to 54,Female,Single (Never married),... every day?,... fair?,... fair?,"$10,000 to $14,999","$10,000 to $14,999"
332,45 to 49,45 to 54,Female,Divorced,... every day?,... very good?,... fair?,"$60,000 to $79,999","$60,000 to $79,999"
333,35 to 39,35 to 44,Male,Married,... every day?,... very good?,... very good?,"$100,000 or more","$150,000 or more"
334,40 to 44,35 to 44,Female,Living common-law,... every day?,... excellent?,... excellent?,"$100,000 or more","$150,000 or more"
335,15 to 17,15 to 24,Female,Single (Never married),... every day?,... excellent?,... excellent?,"Less than $5,000",Don't know
336,30 to 34,25 to 34,Female,Single (Never married),... about once a month?,... very good?,... very good?,Not stated,Not stated
337,50 to 54,45 to 54,Female,Married,... a few times a week?,... very good?,... very good?,"$15,000 to $19,999","$80,000 to $99,999"
338,45 to 49,45 to 54,Male,Living common-law,... every day?,... very good?,... excellent?,"$20,000 to $29,999","$60,000 to $79,999"
339,40 to 44,35 to 44,Female,Married,... a few times a week?,... very good?,... excellent?,"$50,000 to $59,999","$100,000 to $149,999"
340,75 to 79,75 years and over,Female,Widowed,... never,... fair?,... good?,"$20,000 to $29,999",Don't know
341,40 to 44,35 to 44,Male,Married,... a few times a week?,... excellent?,... very good?,"$40,000 to $49,999","$60,000 to $79,999"
342,50 to 54,45 to 54,Male,Single (Never married),... about once a month?,... good?,... good?,"$30,000 to $39,999","$30,000 to $39,999"
343,45 to 49,45 to 54,Female,Married,... about once a week?,... excellent?,... excellent?,Not stated,"$150,000 or more"
344,60 to 64,55 to 64,Male,Married,... less than once a month?,... poor?,... excellent?,"$20,000 to $29,999","$40,000 to $49,999"
345,65 to 69,65 to 74,Male,Married,... about once a week?,... very good?,... very good?,"$30,000 to $39,999","$40,000 to $49,999"
346,25 to 29,25 to 34,Female,Married,... a few times a week?,... very good?,... good?,"$15,000 to $19,999","$40,000 to $49,999"
347,35 to 39,35 to 44,Male,Married,... less than once a month?,... very good?,... very good?,"$100,000 or more","$150,000 or more"
348,80 years and over,75 years and over,Female,Widowed,... never,... excellent?,... very good?,"$15,000 to $19,999","$15,000 to $19,999"
349,50 to 54,45 to 54,Female,Married,... a few times a week?,... fair?,... good?,"$15,000 to $19,999","$100,000 to $149,999"
350,45 to 49,45 to 54,Male,Single (Never married),... a few times a week?,... good?,... good?,"$15,000 to $19,999","$15,000 to $19,999"
351,40 to 44,35 to 44,Male,Single (Never married),... a few times a week?,... very good?,... fair?,"$15,000 to $19,999","$20,000 to $29,999"
352,40 to 44,35 to 44,Female,Married,... about once a week?,... very good?,... very good?,"$30,000 to $39,999","$100,000 to $149,999"
353,80 years and over,75 years and over,Female,Widowed,... never,... excellent?,... very good?,Not stated,Not stated
354,30 to 34,25 to 34,Female,Married,... a few times a week?,... good?,... good?,"$10,000 to $14,999","$40,000 to $49,999"
355,30 to 34,25 to 34,Female,Married,... every day?,... very good?,... good?,"$30,000 to $39,999","$80,000 to $99,999"
356,65 to 69,65 to 74,Male,Married,... every day?,... very good?,... very good?,"$100,000 or more","$100,000 to $149,999"
357,40 to 44,35 to 44,Female,Married,... every day?,... good?,... good?,"$30,000 to $39,999",Not stated
358,55 to 59,55 to 64,Female,Living common-law,... never,... excellent?,... fair?,"$15,000 to $19,999","$50,000 to $59,999"
359,45 to 49,45 to 54,Female,Married,... about once a month?,... very good?,... very good?,No income,"$40,000 to $49,999"
360,25 to 29,25 to 34,Female,Single (Never married),... a few times a week?,... very good?,... very good?,"$50,000 to $59,999","$50,000 to $59,999"
361,20 to 24,15 to 24,Male,Single (Never married),... a few times a week?,... good?,... good?,Not stated,Not stated
